"diagram_guid";"diagram_naam";"element_guid";"element_naam";"element_uml_type";"beleidsdomein_guid";"beleidsdomein_naam";"taakveld"
"EAID_FF8B8883_467A_422e_A894_C513307057AF";"Detaillering Kadastrale Onroerende Zaken en Rechten met attributen";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"Rechtspersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_FF8B8883_467A_422e_A894_C513307057AF";"Detaillering Kadastrale Onroerende Zaken en Rechten met attributen";"EAID_8C809341_AC60_4378_8BA0_0843E8C06AF3";"ZakelijkRecht";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_FF8B8883_467A_422e_A894_C513307057AF";"Detaillering Kadastrale Onroerende Zaken en Rechten met attributen";"EAID_869E0A04_A663_4839_970D_7FB82DF6C317";"Appartementsrecht";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_FF8B8883_467A_422e_A894_C513307057AF";"Detaillering Kadastrale Onroerende Zaken en Rechten met attributen";"EAID_172AFD36_B400_4660_BFAC_4BBC1077D666";"KadastraalPerceel";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_FF8B8883_467A_422e_A894_C513307057AF";"Detaillering Kadastrale Onroerende Zaken en Rechten met attributen";"EAID_9775E778_DBF8_4122_94CE_551466B62F46";"KadastraleOnroerendeZaak";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_0A286E07_9DEF_46a8_AC66_469F5A70564E";"Detaillering Kadastrale Onroerende Zaken en Rechten op hoofdlijnen";"EAID_8A04280B_E0B4_4e36_B448_C99750393D0D";"AdresseerbaarObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_0A286E07_9DEF_46a8_AC66_469F5A70564E";"Detaillering Kadastrale Onroerende Zaken en Rechten op hoofdlijnen";"EAID_0BC18F79_3560_4e43_8154_7CCDC7D67A03";"KadastraleOnroerendeZaakAantekening";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_0A286E07_9DEF_46a8_AC66_469F5A70564E";"Detaillering Kadastrale Onroerende Zaken en Rechten op hoofdlijnen";"EAID_3397A5B5_E789_46e6_8559_C528EA55F830";"Zekerheidsrecht";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_0A286E07_9DEF_46a8_AC66_469F5A70564E";"Detaillering Kadastrale Onroerende Zaken en Rechten op hoofdlijnen";"EAID_2651D6E0_6AC8_43a8_A4F6_4706209BAC8E";"Tenaamstelling";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_0A286E07_9DEF_46a8_AC66_469F5A70564E";"Detaillering Kadastrale Onroerende Zaken en Rechten op hoofdlijnen";"EAID_C1542AC8_2F3C_4e62_ADFA_A9FB3358DAB1";"Appartementsrechtsplitsing";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_0A286E07_9DEF_46a8_AC66_469F5A70564E";"Detaillering Kadastrale Onroerende Zaken en Rechten op hoofdlijnen";"EAID_3D5CCB29_91E4_458e_8BCD_6741198E45B8";"NietNatuurlijkPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_0A286E07_9DEF_46a8_AC66_469F5A70564E";"Detaillering Kadastrale Onroerende Zaken en Rechten op hoofdlijnen";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"NatuurlijkPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_0A286E07_9DEF_46a8_AC66_469F5A70564E";"Detaillering Kadastrale Onroerende Zaken en Rechten op hoofdlijnen";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"Rechtspersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_0A286E07_9DEF_46a8_AC66_469F5A70564E";"Detaillering Kadastrale Onroerende Zaken en Rechten op hoofdlijnen";"EAID_8C809341_AC60_4378_8BA0_0843E8C06AF3";"ZakelijkRecht";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_0A286E07_9DEF_46a8_AC66_469F5A70564E";"Detaillering Kadastrale Onroerende Zaken en Rechten op hoofdlijnen";"EAID_869E0A04_A663_4839_970D_7FB82DF6C317";"Appartementsrecht";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_0A286E07_9DEF_46a8_AC66_469F5A70564E";"Detaillering Kadastrale Onroerende Zaken en Rechten op hoofdlijnen";"EAID_172AFD36_B400_4660_BFAC_4BBC1077D666";"KadastraalPerceel";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_0A286E07_9DEF_46a8_AC66_469F5A70564E";"Detaillering Kadastrale Onroerende Zaken en Rechten op hoofdlijnen";"EAID_9775E778_DBF8_4122_94CE_551466B62F46";"KadastraleOnroerendeZaak";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_71A3B7DD_0097_4a32_8E4B_09735D7404E8";"Detaillering Subjecten ";"EAID_B60B8EF9_D1C0_4e36_BF9B_1C16F92518DD";"Vestiging";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_71A3B7DD_0097_4a32_8E4B_09735D7404E8";"Detaillering Subjecten ";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"Rechtspersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_71A3B7DD_0097_4a32_8E4B_09735D7404E8";"Detaillering Subjecten ";"EAID_3D5CCB29_91E4_458e_8BCD_6741198E45B8";"NietNatuurlijkPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_71A3B7DD_0097_4a32_8E4B_09735D7404E8";"Detaillering Subjecten ";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"NatuurlijkPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_71A3B7DD_0097_4a32_8E4B_09735D7404E8";"Detaillering Subjecten ";"EAID_AF9534B0_7CBD_4061_9276_A7B6698B383A";"IngeschrevenPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_461EFCF0_E65E_4c7c_B44D_8F36C36FDCE4";"Verblijfsobject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_785E3B69_19DA_4952_84A8_592965B9229A";"Ligplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_86952BDA_ADF6_4ff0_B8C7_BA3AA889A40B";"Standplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_BFE30E32_8CB9_4272_A559_9FB3FD74DACC";"OpenbareRuimte";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"Nummeraanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_8A04280B_E0B4_4e36_B448_C99750393D0D";"AdresseerbaarObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_11595AD8_CE67_40dd_BDA9_489DC7D244ED";"Pand";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_AF9534B0_7CBD_4061_9276_A7B6698B383A";"IngeschrevenPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_3D5CCB29_91E4_458e_8BCD_6741198E45B8";"NietNatuurlijkPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"NatuurlijkPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"Rechtspersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_B60B8EF9_D1C0_4e36_BF9B_1C16F92518DD";"Vestiging";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_7C387F42_EC1A_4a78_B09B_533AAB03C0C2";"WOZ-Waarde";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_8C809341_AC60_4378_8BA0_0843E8C06AF3";"ZakelijkRecht";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_869E0A04_A663_4839_970D_7FB82DF6C317";"Appartementsrecht";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_9775E778_DBF8_4122_94CE_551466B62F46";"KadastraleOnroerendeZaak";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_172AFD36_B400_4660_BFAC_4BBC1077D666";"KadastraalPerceel";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_CB7BA76D_0793_4d5a_9596_533C5BC56BBF";"WOZ-object";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_7B33EB93_BAD8_4b36_90A1_B3909415EDC3";"OverigeAdresseerbaarObjectAanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_EEC30588_0E12_41c9_977E_C885A0A7EDC3";"WOZ-deelobject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_CFA3D54E_C8E0_4559_9475_29D31AF2DECD";"OverigBenoemdTerrein";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_5E76FEEA_58F8_41fd_9FF1_B44274C80FA5";"Detaillering WOZ-objecttypen met attributen";"EAID_7CDF37D9_26D7_46a5_9CF3_392601BDCECA";"OverigGebouwdObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_461EFCF0_E65E_4c7c_B44D_8F36C36FDCE4";"Verblijfsobject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_BFE30E32_8CB9_4272_A559_9FB3FD74DACC";"OpenbareRuimte";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_11595AD8_CE67_40dd_BDA9_489DC7D244ED";"Pand";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_8A04280B_E0B4_4e36_B448_C99750393D0D";"AdresseerbaarObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"Nummeraanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_86952BDA_ADF6_4ff0_B8C7_BA3AA889A40B";"Standplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_785E3B69_19DA_4952_84A8_592965B9229A";"Ligplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_AF9534B0_7CBD_4061_9276_A7B6698B383A";"IngeschrevenPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"NatuurlijkPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_3D5CCB29_91E4_458e_8BCD_6741198E45B8";"NietNatuurlijkPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_B60B8EF9_D1C0_4e36_BF9B_1C16F92518DD";"Vestiging";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"Rechtspersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_8C809341_AC60_4378_8BA0_0843E8C06AF3";"ZakelijkRecht";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_7C387F42_EC1A_4a78_B09B_533AAB03C0C2";"WOZ-Waarde";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_7B33EB93_BAD8_4b36_90A1_B3909415EDC3";"OverigeAdresseerbaarObjectAanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_869E0A04_A663_4839_970D_7FB82DF6C317";"Appartementsrecht";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_172AFD36_B400_4660_BFAC_4BBC1077D666";"KadastraalPerceel";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_9775E778_DBF8_4122_94CE_551466B62F46";"KadastraleOnroerendeZaak";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_EEC30588_0E12_41c9_977E_C885A0A7EDC3";"WOZ-deelobject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_CB7BA76D_0793_4d5a_9596_533C5BC56BBF";"WOZ-object";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_CFA3D54E_C8E0_4559_9475_29D31AF2DECD";"OverigBenoemdTerrein";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_3F813481_9A40_4b1b_9B24_1FD069230A45";"Detaillering WOZ-objecttypen op hoofdlijnen";"EAID_7CDF37D9_26D7_46a5_9CF3_392601BDCECA";"OverigGebouwdObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_8E884846_1CE8_4648_BC84_91BDF6E8F805";"Detaillering abstracte en concrete adres & gebouw objecttypen";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"Nummeraanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_8E884846_1CE8_4648_BC84_91BDF6E8F805";"Detaillering abstracte en concrete adres & gebouw objecttypen";"EAID_461EFCF0_E65E_4c7c_B44D_8F36C36FDCE4";"Verblijfsobject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_8E884846_1CE8_4648_BC84_91BDF6E8F805";"Detaillering abstracte en concrete adres & gebouw objecttypen";"EAID_8A04280B_E0B4_4e36_B448_C99750393D0D";"AdresseerbaarObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_8E884846_1CE8_4648_BC84_91BDF6E8F805";"Detaillering abstracte en concrete adres & gebouw objecttypen";"EAID_86952BDA_ADF6_4ff0_B8C7_BA3AA889A40B";"Standplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_8E884846_1CE8_4648_BC84_91BDF6E8F805";"Detaillering abstracte en concrete adres & gebouw objecttypen";"EAID_785E3B69_19DA_4952_84A8_592965B9229A";"Ligplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_8E884846_1CE8_4648_BC84_91BDF6E8F805";"Detaillering abstracte en concrete adres & gebouw objecttypen";"EAID_7B33EB93_BAD8_4b36_90A1_B3909415EDC3";"OverigeAdresseerbaarObjectAanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_8E884846_1CE8_4648_BC84_91BDF6E8F805";"Detaillering abstracte en concrete adres & gebouw objecttypen";"EAID_CFA3D54E_C8E0_4559_9475_29D31AF2DECD";"OverigBenoemdTerrein";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_8E884846_1CE8_4648_BC84_91BDF6E8F805";"Detaillering abstracte en concrete adres & gebouw objecttypen";"EAID_7CDF37D9_26D7_46a5_9CF3_392601BDCECA";"OverigGebouwdObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_6D183015_C579_4337_9B8A_E937C52A10B3";"Detaillering adressen, gebouwen en terreinen met attributen";"EAID_461EFCF0_E65E_4c7c_B44D_8F36C36FDCE4";"Verblijfsobject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_6D183015_C579_4337_9B8A_E937C52A10B3";"Detaillering adressen, gebouwen en terreinen met attributen";"EAID_785E3B69_19DA_4952_84A8_592965B9229A";"Ligplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_6D183015_C579_4337_9B8A_E937C52A10B3";"Detaillering adressen, gebouwen en terreinen met attributen";"EAID_86952BDA_ADF6_4ff0_B8C7_BA3AA889A40B";"Standplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_6D183015_C579_4337_9B8A_E937C52A10B3";"Detaillering adressen, gebouwen en terreinen met attributen";"EAID_38649FF6_88C6_437d_AF8E_A9023D55E16C";"Buurt";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_6D183015_C579_4337_9B8A_E937C52A10B3";"Detaillering adressen, gebouwen en terreinen met attributen";"EAID_120EA50B_B9A2_4869_A3BE_46931F631D33";"Wijk";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_6D183015_C579_4337_9B8A_E937C52A10B3";"Detaillering adressen, gebouwen en terreinen met attributen";"EAID_EA6F820F_C458_4b24_8055_5C2CC76F5904";"Gemeente";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_6D183015_C579_4337_9B8A_E937C52A10B3";"Detaillering adressen, gebouwen en terreinen met attributen";"EAID_24BDA4BA_CFCC_4e3f_8305_671F4ED7C502";"Woonplaats";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_6D183015_C579_4337_9B8A_E937C52A10B3";"Detaillering adressen, gebouwen en terreinen met attributen";"EAID_BFE30E32_8CB9_4272_A559_9FB3FD74DACC";"OpenbareRuimte";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_6D183015_C579_4337_9B8A_E937C52A10B3";"Detaillering adressen, gebouwen en terreinen met attributen";"EAID_8A04280B_E0B4_4e36_B448_C99750393D0D";"AdresseerbaarObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_6D183015_C579_4337_9B8A_E937C52A10B3";"Detaillering adressen, gebouwen en terreinen met attributen";"EAID_32A22BC6_89EC_44af_8D7D_79B12311AE2D";"Nummeraanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_6D183015_C579_4337_9B8A_E937C52A10B3";"Detaillering adressen, gebouwen en terreinen met attributen";"EAID_11595AD8_CE67_40dd_BDA9_489DC7D244ED";"Pand";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_6D183015_C579_4337_9B8A_E937C52A10B3";"Detaillering adressen, gebouwen en terreinen met attributen";"EAID_CFA3D54E_C8E0_4559_9475_29D31AF2DECD";"OverigBenoemdTerrein";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_6D183015_C579_4337_9B8A_E937C52A10B3";"Detaillering adressen, gebouwen en terreinen met attributen";"EAID_7CDF37D9_26D7_46a5_9CF3_392601BDCECA";"OverigGebouwdObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_6D183015_C579_4337_9B8A_E937C52A10B3";"Detaillering adressen, gebouwen en terreinen met attributen";"EAID_7B33EB93_BAD8_4b36_90A1_B3909415EDC3";"OverigeAdresseerbaarObjectAanduiding";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
