"diagram_guid";"diagram_naam";"element_guid";"element_naam";"element_uml_type";"beleidsdomein_guid";"beleidsdomein_naam";"taakveld"
"EAID_53E16E43_EDF1_4b47_B0DD_C77D8FEFCCA3";"BAG";"EAID_D641FF3C_D321_44c0_A884_AA50D9388598";"statusLigplaats";"Enumeration";"EAPK_FC04420D_2055_4fcf_A2DB_E4C12E2150F1";"BAG";"99 Kern"
"EAID_53E16E43_EDF1_4b47_B0DD_C77D8FEFCCA3";"BAG";"EAID_582AFCD3_412F_4ef8_B50C_6F88AC9D54A0";"statusStandplaats";"Enumeration";"EAPK_FC04420D_2055_4fcf_A2DB_E4C12E2150F1";"BAG";"99 Kern"
"EAID_53E16E43_EDF1_4b47_B0DD_C77D8FEFCCA3";"BAG";"EAID_DA9E4ECA_B93E_4379_9C75_FBC6655E9CB2";"statusPand";"Enumeration";"EAPK_FC04420D_2055_4fcf_A2DB_E4C12E2150F1";"BAG";"99 Kern"
"EAID_53E16E43_EDF1_4b47_B0DD_C77D8FEFCCA3";"BAG";"EAID_932D4E44_A37E_453e_9EE7_FD21C5D8D94D";"statusVoortgangBouw";"Enumeration";"EAPK_FC04420D_2055_4fcf_A2DB_E4C12E2150F1";"BAG";"99 Kern"
"EAID_53E16E43_EDF1_4b47_B0DD_C77D8FEFCCA3";"BAG";"EAID_AC4C45BD_A76A_4f63_A0D4_DB2194772B89";"statusNummeraanduiding";"Enumeration";"EAPK_FC04420D_2055_4fcf_A2DB_E4C12E2150F1";"BAG";"99 Kern"
"EAID_53E16E43_EDF1_4b47_B0DD_C77D8FEFCCA3";"BAG";"EAID_AB6C1EDC_AF99_48fa_A1EB_DB9EA1ED58A9";"typeringOpenbareRuimte";"Enumeration";"EAPK_FC04420D_2055_4fcf_A2DB_E4C12E2150F1";"BAG";"99 Kern"
"EAID_53E16E43_EDF1_4b47_B0DD_C77D8FEFCCA3";"BAG";"EAID_E7BEEB2F_CED6_4fc0_B1E7_9330155482BA";"statusOpenbareRuimte";"Enumeration";"EAPK_FC04420D_2055_4fcf_A2DB_E4C12E2150F1";"BAG";"99 Kern"
"EAID_53E16E43_EDF1_4b47_B0DD_C77D8FEFCCA3";"BAG";"EAID_D83F4016_ED80_4c39_A51C_DB3E942890A7";"statusWoonplaats";"Enumeration";"EAPK_FC04420D_2055_4fcf_A2DB_E4C12E2150F1";"BAG";"99 Kern"
"EAID_53E16E43_EDF1_4b47_B0DD_C77D8FEFCCA3";"BAG";"EAID_882C978E_5150_4811_BC4E_468B086C16EF";"ontsluitingswijzeVerdieping";"Enumeration";"EAPK_FC04420D_2055_4fcf_A2DB_E4C12E2150F1";"BAG";"99 Kern"
"EAID_53E16E43_EDF1_4b47_B0DD_C77D8FEFCCA3";"BAG";"EAID_9DBACB9E_CE04_4fd6_AB16_2010C4C61B0A";"gebruiksdoel";"Enumeration";"EAPK_FC04420D_2055_4fcf_A2DB_E4C12E2150F1";"BAG";"99 Kern"
"EAID_1947D48F_6D4E_4943_B313_091CF7B56117";"BEGROEID TERREINDEEL";"EAID_0F81E79F_B306_40b9_ADCA_59A1E3F55D2B";"statusGeoObject";"Enumeration";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_1947D48F_6D4E_4943_B313_091CF7B56117";"BEGROEID TERREINDEEL";"EAID_7EC13CE7_ECD4_4a02_8844_3FD6AC4C52C7";"fysiekVoorkomenBegroeidTerreinPlus";"Enumeration";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_1947D48F_6D4E_4943_B313_091CF7B56117";"BEGROEID TERREINDEEL";"EAID_62B611C8_140B_42dd_8327_D258EB9D9E92";"fysiekVoorkomenBegroeidTerrein";"Enumeration";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_1947D48F_6D4E_4943_B313_091CF7B56117";"BEGROEID TERREINDEEL";"EAID_D872C213_09D7_4dca_A020_EA363480FC7D";"BegroeidTerreindeel";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_515E0990_C193_43cb_8EAF_907796BD3B1F";"BENOEMD OBJECT";"EAID_38649FF6_88C6_437d_AF8E_A9023D55E16C";"Buurt";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_515E0990_C193_43cb_8EAF_907796BD3B1F";"BENOEMD OBJECT";"EAID_8A04280B_E0B4_4e36_B448_C99750393D0D";"AdresseerbaarObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_515E0990_C193_43cb_8EAF_907796BD3B1F";"BENOEMD OBJECT";"EAID_9775E778_DBF8_4122_94CE_551466B62F46";"KadastraleOnroerendeZaak";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_515E0990_C193_43cb_8EAF_907796BD3B1F";"BENOEMD OBJECT";"EAID_B60B8EF9_D1C0_4e36_BF9B_1C16F92518DD";"Vestiging";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_515E0990_C193_43cb_8EAF_907796BD3B1F";"BENOEMD OBJECT";"EAID_EEC30588_0E12_41c9_977E_C885A0A7EDC3";"WOZ-deelobject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_DF9CEAAD_E574_40b3_970B_DC558AB579D0";"BRK";"EAID_3D5CCB29_91E4_458e_8BCD_6741198E45B8";"NietNatuurlijkPersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_DF9CEAAD_E574_40b3_970B_DC558AB579D0";"BRK";"EAID_C1542AC8_2F3C_4e62_ADFA_A9FB3358DAB1";"Appartementsrechtsplitsing";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_DF9CEAAD_E574_40b3_970B_DC558AB579D0";"BRK";"EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835";"Rechtspersoon";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_DF9CEAAD_E574_40b3_970B_DC558AB579D0";"BRK";"EAID_2651D6E0_6AC8_43a8_A4F6_4706209BAC8E";"Tenaamstelling";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_DF9CEAAD_E574_40b3_970B_DC558AB579D0";"BRK";"EAID_8C809341_AC60_4378_8BA0_0843E8C06AF3";"ZakelijkRecht";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_DF9CEAAD_E574_40b3_970B_DC558AB579D0";"BRK";"EAID_869E0A04_A663_4839_970D_7FB82DF6C317";"Appartementsrecht";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_DF9CEAAD_E574_40b3_970B_DC558AB579D0";"BRK";"EAID_172AFD36_B400_4660_BFAC_4BBC1077D666";"KadastraalPerceel";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_DF9CEAAD_E574_40b3_970B_DC558AB579D0";"BRK";"EAID_9775E778_DBF8_4122_94CE_551466B62F46";"KadastraleOnroerendeZaak";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EA402BCD_1511_48d1_88B4_E6444A0C945A";"BUURT";"EAID_11595AD8_CE67_40dd_BDA9_489DC7D244ED";"Pand";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EA402BCD_1511_48d1_88B4_E6444A0C945A";"BUURT";"EAID_120EA50B_B9A2_4869_A3BE_46931F631D33";"Wijk";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EA402BCD_1511_48d1_88B4_E6444A0C945A";"BUURT";"EAID_8A04280B_E0B4_4e36_B448_C99750393D0D";"AdresseerbaarObject";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_EA402BCD_1511_48d1_88B4_E6444A0C945A";"BUURT";"EAID_38649FF6_88C6_437d_AF8E_A9023D55E16C";"Buurt";"Class";"EAPK_58A5214F_E56C_4707_BE2D_AB36DD6976A3";"RSGBPlus";"99 Kern"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_ACE86CFF_D6D0_4cbd_8395_99BD763F1B37";"Package";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_354E5545_D067_4b81_9D1D_C5F5FFB532C7";"Notitie";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_5641C50A_C0FA_4e71_B07B_26C7B1CE94ED";"Document";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_39445166_1EAB_43f8_9F5C_89EA606605EE";"Versie";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_262A7A23_0CBB_4991_A1B2_D5D3E509549C";"Gebruikerrol";"Enumeration";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_16EB3936_03CB_4854_9CD8_9F0911EEA51B";"Medewerker";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_C0031024_173A_47d6_9BF4_F22941AA7807";"Packagingstatus";"Enumeration";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_1FCBFA1B_2703_4ece_A496_EA668AEFCDCD";"Beheerstatus";"Enumeration";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_A030D866_E2E7_4854_ACFD_C62DB3ABDA38";"Applicatiecategorie";"Enumeration";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_EA7FE08E_34F7_45d2_BE2E_E4E3B8333BF3";"Leverancier";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_BA2C3918_278E_49c7_A8C5_423F2D659450";"Servertypes";"Enumeration";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_5492ED6D_608E_465e_B975_BCADAAA3EE7F";"Log";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_AB7CF266_388F_413a_92D0_B2FA67C75633";"Koppeling";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_C0F1A08E_C6CD_4524_A2E0_0E5CA483DCFD";"Linkbaar CMDB-item";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_3AFD7E5F_8061_4776_A332_334AF4125E7D";"Server";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_FFD22E11_7A3A_459a_B575_928C67E8D1F3";"Database";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_A8945FD7_EA20_418e_8E7F_18F13F16E338";"Applicatie";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_4F14E8D8_5502_4880_9E83_D912BE451EB1";"Basismodel CMDB-Items";"EAID_B027D022_41D9_4c63_A63D_8F5111689564";"CMDB-item";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A255BB0C_A1DB_43a5_88B1_C638F6E64B0B";"Basismodel CMDB-Items Diversen";"EAID_6C92F0F8_BC92_428c_B729_1A10D515DAEF";"Hardware";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A255BB0C_A1DB_43a5_88B1_C638F6E64B0B";"Basismodel CMDB-Items Diversen";"EAID_D0AB8CF6_F6CC_4337_BE07_DFE6B3CEFBB3";"Inventaris";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A255BB0C_A1DB_43a5_88B1_C638F6E64B0B";"Basismodel CMDB-Items Diversen";"EAID_DD277E82_0CA5_4460_918F_9178B5F01886";"Nertwerkcomponent";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A255BB0C_A1DB_43a5_88B1_C638F6E64B0B";"Basismodel CMDB-Items Diversen";"EAID_2E5F9AF9_D1BA_4dc0_9621_4101D24B8ABD";"Licentie";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A255BB0C_A1DB_43a5_88B1_C638F6E64B0B";"Basismodel CMDB-Items Diversen";"EAID_0B3C37DD_42A1_4b6b_B534_CD276112FD3B";"Software";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A255BB0C_A1DB_43a5_88B1_C638F6E64B0B";"Basismodel CMDB-Items Diversen";"EAID_D67A4AC2_9A17_4cd0_82D7_732A89018FDA";"Toegangsmiddel";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A255BB0C_A1DB_43a5_88B1_C638F6E64B0B";"Basismodel CMDB-Items Diversen";"EAID_E8C75DAB_F9AE_4fe2_9114_870434F2EA80";"Vervoersmiddel";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A255BB0C_A1DB_43a5_88B1_C638F6E64B0B";"Basismodel CMDB-Items Diversen";"EAID_B027D022_41D9_4c63_A63D_8F5111689564";"CMDB-item";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A2831A97_91F6_4ed0_896E_3531219E69F0";"Basismodel ICT Applicatie en Gegevens";"EAID_7EFBF1CA_EC6E_4b8a_B97F_453CA32AB9A5";"Datatype";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A2831A97_91F6_4ed0_896E_3531219E69F0";"Basismodel ICT Applicatie en Gegevens";"EAID_0CF1C34D_8AD5_4ac5_8538_87252E66A8C8";"Generalisatie";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A2831A97_91F6_4ed0_896E_3531219E69F0";"Basismodel ICT Applicatie en Gegevens";"EAID_DFD2814E_7D36_45e2_B082_2ED574A409E1";"Relatiesoort";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A2831A97_91F6_4ed0_896E_3531219E69F0";"Basismodel ICT Applicatie en Gegevens";"EAID_8D273DE5_3529_4652_BCA1_F86B28F26017";"Attribuutsoort";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A2831A97_91F6_4ed0_896E_3531219E69F0";"Basismodel ICT Applicatie en Gegevens";"EAID_A2451674_6C19_4bf9_81F9_57CDE2F60144";"Objecttype";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A2831A97_91F6_4ed0_896E_3531219E69F0";"Basismodel ICT Applicatie en Gegevens";"EAID_81F207D0_A071_48c7_8C4C_25F8D25A3DE8";"Classificatie";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A2831A97_91F6_4ed0_896E_3531219E69F0";"Basismodel ICT Applicatie en Gegevens";"EAID_E846CC36_DF4A_4398_AE4C_122CAFEBAEAA";"Gegeven";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A2831A97_91F6_4ed0_896E_3531219E69F0";"Basismodel ICT Applicatie en Gegevens";"EAID_144D1047_35BB_4926_9472_895D89DC2E0C";"Externe Bron";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A2831A97_91F6_4ed0_896E_3531219E69F0";"Basismodel ICT Applicatie en Gegevens";"EAID_A8945FD7_EA20_418e_8E7F_18F13F16E338";"Applicatie";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_A2831A97_91F6_4ed0_896E_3531219E69F0";"Basismodel ICT Applicatie en Gegevens";"EAID_BBDC4FAF_298A_4e72_9A1C_95271E2ADB03";"MIMDomein";"Class";"EAPK_A2C234C7_A5F7_4e4a_9EE3_8C37A4469F01";"ICT";"9 Interne Organisatie"
"EAID_63323A39_82A4_4607_8A45_E4CBD1D800B0";"Bedrijfsprocessen";"EAID_03B4B3C0_3616_4ea2_A8B1_3D6754325F02";"Producttype";"Class";"EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D";"RGBZPlus";"99 Kern"
"EAID_63323A39_82A4_4607_8A45_E4CBD1D800B0";"Bedrijfsprocessen";"EAID_7210A379_17EE_4143_A106_ECD9414B2A0D";"Zaaktype";"Class";"EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D";"RGBZPlus";"99 Kern"
"EAID_63323A39_82A4_4607_8A45_E4CBD1D800B0";"Bedrijfsprocessen";"EAID_649EFD86_ED52_4293_8577_DBE5445845BF";"Zaak";"Class";"EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D";"RGBZPlus";"99 Kern"
"EAID_63323A39_82A4_4607_8A45_E4CBD1D800B0";"Bedrijfsprocessen";"EAID_9BD0FBCB_1A9E_4cab_9280_0EBC428E38F7";"Boolean";"Enumeration";"EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D";"RGBZPlus";"99 Kern"
"EAID_63323A39_82A4_4607_8A45_E4CBD1D800B0";"Bedrijfsprocessen";"EAID_710A1D2B_3C7B_41cf_A947_727186C40A98";"Deelprocestype";"Class";"EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D";"RGBZPlus";"99 Kern"
"EAID_63323A39_82A4_4607_8A45_E4CBD1D800B0";"Bedrijfsprocessen";"EAID_1B65D674_DC17_40e8_B663_85DA82FD7E94";"Deelproces";"Class";"EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D";"RGBZPlus";"99 Kern"
"EAID_63323A39_82A4_4607_8A45_E4CBD1D800B0";"Bedrijfsprocessen";"EAID_14E4AF23_21E9_412a_B78D_C208EE9F419D";"Bedrijfsprocestype";"Class";"EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D";"RGBZPlus";"99 Kern"
"EAID_63323A39_82A4_4607_8A45_E4CBD1D800B0";"Bedrijfsprocessen";"EAID_EDB5D3CD_CE4D_4317_81C6_C01CC7325148";"Bedrijfsproces";"Class";"EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D";"RGBZPlus";"99 Kern"
"EAID_9B278A50_862A_4085_B362_C41392101916";"Beperkingen";"EAID_6B63630A_8A30_454d_B8C4_252D4C30A3BF";"Beperkingscoresoort";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_9B278A50_862A_4085_B362_C41392101916";"Beperkingen";"EAID_4E835898_6623_457f_99B4_C688D465F720";"Beperkingscategorie";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_9B278A50_862A_4085_B362_C41392101916";"Beperkingen";"EAID_5EDE0349_8865_4b90_9A18_235C5AA660C4";"Beperkingscore";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_9B278A50_862A_4085_B362_C41392101916";"Beperkingen";"EAID_F110608E_9C6A_4d66_BDCB_F4B2465E3CFD";"Beperking";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_9B278A50_862A_4085_B362_C41392101916";"Beperkingen";"EAID_71D7E96D_641A_4b6a_A325_DED07C3B5836";"Beschikking";"Class";"EAPK_189DA897_DDC8_4956_B8E3_5E04D3E1AEA3";"Generiek Jeugd en Wmo";"6 Sociaal Domein"
"EAID_0516C81B_D5F6_4b7a_AD98_82FD3B218A6B";"Betrokkene";"EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89";"NatuurlijkPersoon";"Class";"EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D";"RGBZPlus";"99 Kern"
"EAID_0516C81B_D5F6_4b7a_AD98_82FD3B218A6B";"Betrokkene";"EAID_3D5CCB29_91E4_458e_8BCD_6741198E45B8";"NietNatuurlijkPersoon";"Class";"EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D";"RGBZPlus";"99 Kern"
"EAID_0516C81B_D5F6_4b7a_AD98_82FD3B218A6B";"Betrokkene";"EAID_936A4E8B_3E5A_44b6_8A5D_EFB39F83FB6D";"OrganisatorischeEenheid";"Class";"EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D";"RGBZPlus";"99 Kern"
"EAID_0516C81B_D5F6_4b7a_AD98_82FD3B218A6B";"Betrokkene";"EAID_16EB3936_03CB_4854_9CD8_9F0911EEA51B";"Medewerker";"Class";"EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D";"RGBZPlus";"99 Kern"
"EAID_0516C81B_D5F6_4b7a_AD98_82FD3B218A6B";"Betrokkene";"EAID_16FB8171_A9ED_4027_A663_C035509501C8";"Betrokkene";"Class";"EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D";"RGBZPlus";"99 Kern"
"EAID_0516C81B_D5F6_4b7a_AD98_82FD3B218A6B";"Betrokkene";"EAID_47012752_161F_4b30_BB79_4F4F04B9C734";"RSGB";"Class";"EAPK_DF1A3AF5_E138_4f54_AAB1_1716247A2F1D";"RGBZPlus";"99 Kern"
"EAID_0B1C1CCE_E0D1_413d_A38B_7A9B03A21610";"Bezetting en Formatie";"EAID_BF424764_453D_46cc_817C_3A7BDC4134A7";"Rol";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_0B1C1CCE_E0D1_413d_A38B_7A9B03A21610";"Bezetting en Formatie";"EAID_53B0C49F_1BDE_4fee_BB0B_0D82517177CC";"OrganisatorischeEenheidHR";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_0B1C1CCE_E0D1_413d_A38B_7A9B03A21610";"Bezetting en Formatie";"EAID_E1C6E98B_20B2_43b0_8EC1_5C0905B3A139";"NormProfiel";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_0B1C1CCE_E0D1_413d_A38B_7A9B03A21610";"Bezetting en Formatie";"EAID_81EFBDCE_E500_4090_A37A_D3F799517866";"Formatieplaats";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_0B1C1CCE_E0D1_413d_A38B_7A9B03A21610";"Bezetting en Formatie";"EAID_532191CA_13CC_4500_93C9_54AB2862F38D";"Inzet";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_0B1C1CCE_E0D1_413d_A38B_7A9B03A21610";"Bezetting en Formatie";"EAID_936A4E8B_3E5A_44b6_8A5D_EFB39F83FB6D";"OrganisatorischeEenheid";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_0B1C1CCE_E0D1_413d_A38B_7A9B03A21610";"Bezetting en Formatie";"EAID_BBBB63AC_B546_409b_B6D4_53DB561253B7";"Werknemer";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_0B1C1CCE_E0D1_413d_A38B_7A9B03A21610";"Bezetting en Formatie";"EAID_D69EE16A_390C_4d6f_BC01_2B13FB3B22F1";"Functiehuis";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_0B1C1CCE_E0D1_413d_A38B_7A9B03A21610";"Bezetting en Formatie";"EAID_F29C11C1_477C_4b90_985C_43F94D08230A";"Functie";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
"EAID_0B1C1CCE_E0D1_413d_A38B_7A9B03A21610";"Bezetting en Formatie";"EAID_63FF86E2_1BB0_48f6_8D95_3D82E8D2FA06";"Dienstverband";"Class";"EAPK_1825F01E_BA3C_4e53_B3B3_BD1E69F94A10";"HR";"9 Interne Organisatie"
